iter	Passed	Remaining
1694	5973	1074
1695	5976	1071
1696	5979	1067
1697	5983	1064
1698	5986	1060
1699	5990	1057
1700	5993	1053
1701	5997	1050
1702	6000	1046
1703	6003	1042
1704	6007	1039
1705	6011	1035
1706	6014	1032
1707	6018	1028
1708	6021	1025
1709	6025	1021
1710	6029	1018
1711	6033	1015
1712	6037	1011
1713	6040	1007
1714	6043	1004
1715	6046	1000
1716	6049	997
1717	6053	993
1718	6056	990
1719	6060	986
1720	6063	983
1721	6067	979
1722	6070	976
1723	6074	972
1724	6078	968
1725	6081	965
1726	6085	961
1727	6088	958
1728	6092	954
1729	6095	951
1730	6098	947
1731	6102	944
1732	6105	940
1733	6108	937
1734	6145	938
1735	6185	940
1736	6197	938
1737	6211	936
1738	6251	938
1739	6265	936
1740	6278	934
1741	6304	933
1742	6317	931
1743	6329	929
1744	6356	928
1745	6368	926
1746	6383	924
1747	6407	923
1748	6414	920
1749	6421	917
1750	6428	914
1751	6435	910
1752	6442	907
1753	6450	904
1754	6456	901
1755	6463	898
1756	6472	895
1757	6478	891
1758	6485	888
1759	6491	885
1760	6498	882
1761	6505	878
1762	6510	875
1763	6517	871
1764	6522	868
1765	6527	864
1766	6533	861
1767	6539	858
1768	6545	854
1769	6552	851
1770	6556	847
1771	6560	844
1772	6564	840
1773	6568	836
1774	6572	833
1775	6575	829
1776	6579	825
1777	6583	822
1778	6586	818
1779	6590	814
1780	6594	810
1781	6598	807
1782	6602	803
1783	6607	799
1784	6611	796
1785	6615	792
1786	6620	789
1787	6625	785
1788	6629	781
1789	6633	778
1790	6637	774
1791	6642	771
1792	6646	767
1793	6650	763
1794	6655	760
1795	6659	756
1796	6663	752
1797	6667	749
1798	6672	745
1799	6676	741
1800	6681	738
1801	6685	734
1802	6690	730
1803	6694	727
1804	6698	723
1805	6701	719
1806	6705	716
1807	6709	712
1808	6713	708
1809	6716	705
1810	6719	701
1811	6723	697
1812	6727	693
1813	6730	690
1814	6735	686
1815	6738	682
1816	6742	679
1817	6746	675
1818	6750	671
1819	6755	668
1820	6759	664
1821	6763	660
1822	6767	657
1823	6771	653
1824	6775	649
1825	6779	646
1826	6783	642
1827	6787	638
1828	6791	634
1829	6795	631
1830	6800	627
1831	6803	623
1832	6808	620
1833	6811	616
1834	6815	612
1835	6819	609
1836	6823	605
1837	6826	601
1838	6830	598
1839	6834	594
1840	6838	590
1841	6842	586
1842	6846	583
1843	6850	579
1844	6854	575
1845	6858	572
1846	6862	568
1847	6865	564
1848	6870	561
1849	6874	557
1850	6878	553
1851	6881	549
1852	6885	546
1853	6888	542
1854	6892	538
1855	6895	535
1856	6899	531
1857	6903	527
1858	6907	523
1859	6910	520
1860	6913	516
1861	6917	512
1862	6920	508
1863	6924	505
1864	6927	501
1865	6930	497
1866	6933	493
1867	6937	490
1868	6941	486
1869	6945	482
1870	6948	479
1871	6952	475
1872	6955	471
1873	6959	467
1874	6962	464
1875	6965	460
1876	6969	456
1877	6972	452
1878	6975	449
1879	6979	445
1880	6982	441
1881	6985	438
1882	6989	434
1883	6992	430
1884	6995	426
1885	6998	423
1886	7002	419
1887	7006	415
1888	7009	411
1889	7012	408
1890	7015	404
1891	7019	400
1892	7023	396
1893	7026	393
1894	7030	389
1895	7033	385
1896	7037	382
1897	7040	378
1898	7043	374
1899	7046	370
1900	7049	367
1901	7052	363
1902	7056	359
1903	7059	355
1904	7063	352
1905	7066	348
1906	7069	344
1907	7072	341
1908	7076	337
1909	7080	333
1910	7083	329
1911	7086	326
1912	7089	322
1913	7092	318
1914	7095	314
1915	7099	311
1916	7103	307
1917	7107	303
1918	7110	300
1919	7114	296
1920	7117	292
1921	7120	288
1922	7124	285
1923	7127	281
1924	7130	277
1925	7133	274
1926	7137	270
1927	7140	266
1928	7144	262
1929	7148	259
1930	7151	255
1931	7154	251
1932	7158	248
1933	7162	244
1934	7165	240
1935	7169	236
1936	7172	233
1937	7176	229
1938	7179	225
1939	7182	222
1940	7185	218
1941	7188	214
1942	7192	210
1943	7195	207
1944	7198	203
1945	7202	199
1946	7206	196
1947	7209	192
1948	7213	188
1949	7216	185
1950	7220	181
1951	7224	177
1952	7227	173
1953	7231	170
1954	7234	166
1955	7237	162
1956	7241	159
1957	7245	155
1958	7248	151
1959	7252	148
1960	7255	144
1961	7258	140
1962	7261	136
1963	7265	133
1964	7268	129
1965	7271	125
1966	7275	122
1967	7279	118
1968	7282	114
1969	7286	110
1970	7289	107
1971	7293	103
1972	7296	99
1973	7300	96
1974	7303	92
1975	7307	88
1976	7310	85
1977	7313	81
1978	7316	77
1979	7319	73
1980	7323	70
1981	7327	66
1982	7330	62
1983	7334	59
1984	7337	55
1985	7341	51
1986	7344	48
1987	7348	44
1988	7351	40
1989	7355	36
1990	7358	33
1991	7362	29
1992	7366	25
1993	7369	22
1994	7372	18
1995	7376	14
1996	7379	11
1997	7383	7
1998	7386	3
1999	7390	0
