iter	RMSE
448	6.822129054
449	6.821836139
450	6.821337942
451	6.820863234
452	6.82037912
453	6.819825954
454	6.818959229
455	6.818451118
456	6.817893837
457	6.817570948
458	6.817201881
459	6.816589588
460	6.816127771
461	6.81556584
462	6.81510219
463	6.81479541
464	6.814330287
465	6.81378371
466	6.813295121
467	6.812444105
468	6.812189804
469	6.811658384
470	6.811239983
471	6.810877464
472	6.810460675
473	6.809868103
474	6.809551641
475	6.809267189
476	6.808810847
477	6.808262992
478	6.807548456
479	6.807055903
480	6.806575723
481	6.806230942
482	6.805839178
483	6.805325759
484	6.80464564
485	6.804345001
486	6.804004178
487	6.803596971
488	6.802912629
489	6.802445073
490	6.801959551
491	6.801598282
492	6.801214575
493	6.800835256
494	6.800417992
495	6.800126595
496	6.799891385
497	6.799528548
498	6.799093805
499	6.798708495
500	6.798309972
501	6.797638464
502	6.797202632
503	6.796651924
504	6.796328891
505	6.796013333
506	6.795368108
507	6.795165918
508	6.794740465
509	6.794204285
510	6.793903412
511	6.793502765
512	6.793134114
513	6.792680387
514	6.792227116
515	6.791837317
516	6.791405972
517	6.790994951
518	6.790344448
519	6.789928717
520	6.789611876
521	6.78923671
522	6.788808885
523	6.788496562
524	6.788156249
525	6.787694532
526	6.787210959
527	6.786846314
528	6.786471112
529	6.785794257
530	6.785386835
531	6.784990653
532	6.784457126
533	6.784008987
534	6.783714737
535	6.783262913
536	6.782876295
537	6.782386421
538	6.782029884
539	6.781410712
540	6.780862459
541	6.780301919
542	6.779945864
543	6.779443413
544	6.77880971
545	6.778376404
546	6.778051921
547	6.777548014
548	6.777098484
549	6.776957147
550	6.77649188
551	6.776188646
552	6.77576327
553	6.775489307
554	6.775246423
555	6.774896262
556	6.774458329
557	6.774068264
558	6.773748618
559	6.77321121
560	6.772485147
561	6.772011268
562	6.771535331
563	6.771064124
564	6.77076912
565	6.770175155
566	6.769615213
567	6.769349409
568	6.768993657
569	6.768809156
570	6.768394978
571	6.767768269
572	6.767342451
573	6.766972433
574	6.766646652
575	6.766227304
576	6.76594961
577	6.765615232
578	6.765413111
579	6.764974354
580	6.764642091
581	6.76436473
582	6.763934983
583	6.763541194
584	6.763191094
585	6.762880627
586	6.762466394
587	6.762084981
588	6.761790501
589	6.76147426
590	6.761001997
591	6.760723467
592	6.760316412
593	6.759678703
594	6.759137592
595	6.758834279
596	6.758547076
597	6.758152811
598	6.757799665
599	6.757414347
600	6.75709839
601	6.75679651
602	6.756156031
603	6.755642741
604	6.755426873
605	6.755077885
606	6.754672501
607	6.754131991
608	6.753713709
609	6.75338586
610	6.7530806
611	6.752686846
612	6.752443071
613	6.752050028
614	6.751869339
615	6.751296858
616	6.750916284
617	6.750513575
618	6.750036182
619	6.749710348
620	6.749379835
621	6.748834093
622	6.748352912
623	6.74793037
624	6.747708296
625	6.747416725
626	6.747070602
627	6.746749825
628	6.746346108
629	6.74602865
630	6.745677086
631	6.745238693
632	6.744907158
633	6.744395162
634	6.744075001
635	6.743461799
636	6.743239688
637	6.742994355
638	6.742552853
639	6.742236405
640	6.741857894
641	6.741188558
642	6.740748598
643	6.740326555
644	6.739926491
645	6.739580295
646	6.73921977
647	6.738711177
648	6.738399938
649	6.738049378
650	6.737761249
651	6.737449934
652	6.737014349
653	6.736722664
654	6.736376105
655	6.735969968
656	6.735702476
657	6.735118262
658	6.73473231
659	6.734171427
660	6.733902457
661	6.733483269
662	6.73309644
663	6.732835969
664	6.732486484
665	6.732289964
666	6.731926879
667	6.731487062
668	6.731155888
669	6.730679841
670	6.730338778
671	6.729936081
672	6.729388668
673	6.729038893
674	6.728716247
675	6.72843096
676	6.727930253
677	6.727752523
678	6.727587335
679	6.727291388
680	6.727006741
681	6.726679556
682	6.726284625
683	6.725945299
684	6.725500342
685	6.725097743
686	6.724678278
687	6.724418157
688	6.724085908
689	6.723657359
690	6.723432103
691	6.723116171
692	6.722789104
693	6.722426887
694	6.722097228
695	6.721812755
696	6.721627803
697	6.721139
698	6.720773525
699	6.720275276
700	6.719941646
701	6.719617834
702	6.719258547
703	6.718919089
704	6.718617819
705	6.718243752
706	6.717907723
707	6.717636802
708	6.717331421
709	6.716932088
710	6.716747812
711	6.716369402
712	6.716033424
713	6.715884971
714	6.71548099
715	6.714910285
716	6.714495781
717	6.714165626
718	6.713691108
719	6.713339606
720	6.712924812
721	6.712644548
722	6.712220058
723	6.711940888
724	6.711536572
725	6.711100069
726	6.710898992
727	6.710514674
728	6.710133343
729	6.709666824
730	6.70941525
731	6.709057329
732	6.708861092
733	6.708542888
734	6.708132297
735	6.707977982
736	6.707626648
737	6.707212346
738	6.706863203
739	6.706713793
740	6.706363542
741	6.705913958
742	6.705670898
743	6.705454157
744	6.705192077
745	6.704832901
746	6.704585692
747	6.704397236
748	6.70396935
749	6.703655428
750	6.703407745
751	6.703014267
752	6.702521752
753	6.702153883
754	6.701916099
755	6.701513533
756	6.701271707
757	6.700901519
758	6.700465389
759	6.700193259
760	6.699883711
761	6.699643337
762	6.699174034
763	6.698976062
764	6.698626125
765	6.698261819
766	6.697971516
767	6.697611446
768	6.697230749
769	6.697007263
770	6.696628937
771	6.696229037
772	6.695832958
773	6.695687922
774	6.695253945
775	6.695014387
776	6.694701815
777	6.69426581
778	6.693819803
779	6.693528794
780	6.693195671
781	6.692828653
782	6.692637744
783	6.692317841
784	6.691996567
785	6.69167924
786	6.691367187
787	6.691081917
788	6.690761872
789	6.690570901
790	6.690231307
791	6.689937472
792	6.689663674
793	6.689217334
794	6.688923413
795	6.688709794
796	6.688452835
797	6.688146415
798	6.687769935
799	6.687410443
800	6.687057184
801	6.686788247
802	6.68647059
803	6.686085035
804	6.685715093
805	6.685322703
806	6.685088834
807	6.684956574
808	6.684771767
809	6.68437511
810	6.68396921
811	6.683556341
812	6.683318761
813	6.683035271
814	6.682556714
815	6.682314663
816	6.681952519
817	6.681569305
818	6.681287584
819	6.680824096
820	6.68059251
821	6.679997254
822	6.679734977
823	6.679397998
824	6.679144961
825	6.67881518
826	6.678446434
827	6.678054999
828	6.677817667
829	6.677487761
830	6.677155798
831	6.677013915
832	6.676825712
833	6.676444838
834	6.676186079
835	6.675825266
836	6.675485754
837	6.675236845
838	6.674972572
839	6.674680459
840	6.674261328
841	6.673830385
842	6.67357109
843	6.67327117
844	6.672949218
845	6.672651659
846	6.672382792
847	6.672133736
848	6.671873481
849	6.671551039
850	6.671357932
851	6.670920649
852	6.670636763
853	6.670445768
854	6.670072836
855	6.669725207
856	6.669451242
857	6.669100977
858	6.66889413
859	6.668590489
860	6.66813321
861	6.667819752
862	6.66754568
863	6.667287192
864	6.666938947
865	6.666673591
866	6.666368424
867	6.666084868
868	6.665783753
869	6.665449479
870	6.665220877
871	6.664877535
872	6.664627917
873	6.664290896
874	6.663793882
875	6.663396069
876	6.663287152
877	6.663076581
878	6.662898908
879	6.662579294
880	6.662245443
881	6.661904059
882	6.661634295
883	6.661384804
884	6.66105152
885	6.660736934
886	6.660453211
887	6.66006541
888	6.659793716
889	6.659563778
890	6.659391874
891	6.659047602
892	6.658891478
893	6.658647789
894	6.658354887
895	6.657993611
896	6.657704362
897	6.657369971
898	6.656991807
899	6.656858952
900	6.65649608
901	6.65616252
902	6.65589294
903	6.65552035
904	6.655239311
905	6.655079615
906	6.65492441
907	6.654655755
908	6.654427509
909	6.654237363
910	6.65391403
911	6.653711987
912	6.653296218
913	6.652982649
914	6.652576674
915	6.652282422
916	6.652049376
917	6.651690122
918	6.651395303
919	6.651177236
920	6.650917379
921	6.65059097
922	6.650492944
923	6.650145276
924	6.649777458
925	6.649651373
926	6.649455421
927	6.649117982
928	6.648894754
929	6.648522029
930	6.648197796
931	6.647955238
932	6.647507946
933	6.647093483
934	6.646798068
935	6.646579213
936	6.646115121
937	6.645872345
938	6.645542492
939	6.645227894
940	6.644699997
941	6.644355781
942	6.644107016
943	6.643847367
944	6.643533078
945	6.643158631
946	6.642998331
947	6.642861319
948	6.642534112
949	6.642324867
950	6.6421031
951	6.641853803
952	6.641572429
953	6.641288535
954	6.641101535
955	6.640932461
956	6.640721913
957	6.640380168
958	6.640163019
959	6.639857558
960	6.639593101
961	6.639134625
962	6.638740824
963	6.638435974
964	6.638119705
965	6.637828429
966	6.637517933
967	6.6373253
968	6.6369461
969	6.636670671
970	6.636346029
971	6.636088075
972	6.635877132
973	6.635649243
974	6.635384724
975	6.635136865
976	6.63486953
977	6.634588484
978	6.634288775
979	6.63397252
980	6.633643325
981	6.633326472
982	6.633008999
983	6.632580241
984	6.632333097
985	6.632077711
986	6.631790547
987	6.631432526
988	6.631197041
989	6.630977956
990	6.630755451
991	6.630426144
992	6.630144589
993	6.629924031
994	6.629767602
995	6.629514719
996	6.62932038
997	6.629001154
998	6.628864645
999	6.628649599
1000	6.628412485
1001	6.628170866
1002	6.627932575
1003	6.627635565
1004	6.627234735
1005	6.62696885
1006	6.626709954
1007	6.626535347
1008	6.626202477
1009	6.625894644
1010	6.625702208
1011	6.625400661
1012	6.625232208
1013	6.624995803
1014	6.624724836
1015	6.624604011
1016	6.624338609
1017	6.624207892
1018	6.623957648
1019	6.623740064
1020	6.623428039
1021	6.623219094
1022	6.622984318
1023	6.6226472
1024	6.6223298
1025	6.621921273
1026	6.621611033
1027	6.621291123
1028	6.621097528
1029	6.620820795
1030	6.620561644
1031	6.620250091
1032	6.620098292
1033	6.619865354
1034	6.619537486
1035	6.619130343
1036	6.61887883
1037	6.618699723
1038	6.618469571
1039	6.618245839
1040	6.618038085
1041	6.617788467
1042	6.617561162
1043	6.617277638
1044	6.617089248
1045	6.616920425
1046	6.61669739
1047	6.616346275
1048	6.616072909
1049	6.615852644
1050	6.615633293
1051	6.615280053
1052	6.614964684
1053	6.614677513
1054	6.614436549
1055	6.614132865
1056	6.613946047
1057	6.613711413
1058	6.613558703
1059	6.613267199
1060	6.613079514
1061	6.612815737
1062	6.612571799
1063	6.612348134
1064	6.612137153
1065	6.611851543
1066	6.611576034
1067	6.611495319
1068	6.611144885
1069	6.610887318
1070	6.610684661
1071	6.610387168
1072	6.610117571
1073	6.609784274
1074	6.60945054
1075	6.609245146
1076	6.608941582
1077	6.608788282
1078	6.608516219
1079	6.608092603
1080	6.607886801
1081	6.607563196
1082	6.607297168
1083	6.606886187
1084	6.60664285
1085	6.606445685
1086	6.606193588
1087	6.605915804
1088	6.605687618
1089	6.605493919
1090	6.605212712
1091	6.605048071
1092	6.604748444
1093	6.604377063
1094	6.604167551
1095	6.603912537
1096	6.603657213
1097	6.603457264
1098	6.60311786
1099	6.602754276
1100	6.60250255
1101	6.602154276
1102	6.601915603
1103	6.601728845
1104	6.601541234
1105	6.60122547
1106	6.600889889
1107	6.600613665
1108	6.600348909
1109	6.600163739
1110	6.599928076
1111	6.599787336
1112	6.599678614
1113	6.599409311
1114	6.599313475
1115	6.599005936
1116	6.598796055
1117	6.598523428
1118	6.598320003
1119	6.598131459
1120	6.597842345
1121	6.597617797
1122	6.597417629
1123	6.597119695
1124	6.596956192
1125	6.596719315
1126	6.596537804
1127	6.596316874
1128	6.596063718
1129	6.595774727
1130	6.595494126
1131	6.595192547
1132	6.59488777
1133	6.594654866
1134	6.594421145
1135	6.594268257
1136	6.594007724
1137	6.593641751
1138	6.593549662
1139	6.593389555
1140	6.593150096
1141	6.592848105
1142	6.592546367
1143	6.592319969
1144	6.59210764
1145	6.591885866
1146	6.591673306
1147	6.591333824
1148	6.590953334
1149	6.590735542
1150	6.590425099
1151	6.590216334
1152	6.589945706
1153	6.589659244
1154	6.589499061
1155	6.589118498
1156	6.588931919
1157	6.588680154
1158	6.588393759
1159	6.588261107
1160	6.588034207
1161	6.587753262
1162	6.587522951
1163	6.587261541
1164	6.586954434
1165	6.586602955
1166	6.586393843
1167	6.586187478
1168	6.586012074
1169	6.585806642
1170	6.585507819
1171	6.585372859
1172	6.585178005
1173	6.585072293
1174	6.584784837
1175	6.584688772
1176	6.584449109
1177	6.58420101
1178	6.58400636
1179	6.583762541
1180	6.583457761
1181	6.583198095
1182	6.582944898
1183	6.582719763
1184	6.582323197
1185	6.582248396
1186	6.582006829
1187	6.5816629
1188	6.581367787
1189	6.581214828
1190	6.581074554
1191	6.580834674
1192	6.580372978
1193	6.580052794
1194	6.579804707
1195	6.579601086
1196	6.579350484
1197	6.579129881
1198	6.578921882
1199	6.578791308
1200	6.578509291
1201	6.578262546
1202	6.577936683
1203	6.577568348
1204	6.57728227
1205	6.576938045
1206	6.576578254
1207	6.576286946
1208	6.576133954
1209	6.576045637
1210	6.575743144
1211	6.57545696
1212	6.575015507
1213	6.574816799
1214	6.57454554
1215	6.574230197
1216	6.573936208
1217	6.57366557
1218	6.573475244
1219	6.573206979
1220	6.572914565
1221	6.572620026
1222	6.572468813
1223	6.572128203
1224	6.571771324
1225	6.571471915
1226	6.571167285
1227	6.570939209
1228	6.570603187
1229	6.570405616
1230	6.570153678
1231	6.569951031
1232	6.569741459
1233	6.569486179
1234	6.569357634
1235	6.569121001
1236	6.568938055
1237	6.568640513
1238	6.568400715
1239	6.568154205
1240	6.567892426
1241	6.567669747
1242	6.567446751
1243	6.567153103
1244	6.566902282
1245	6.566680663
1246	6.566390829
1247	6.566088958
1248	6.56586711
1249	6.565628332
1250	6.565449387
1251	6.565090995
1252	6.564874685
1253	6.564666787
1254	6.564295315
1255	6.564002479
1256	6.563810919
1257	6.563573344
1258	6.563342012
1259	6.563130258
1260	6.562989607
1261	6.562752473
1262	6.562516432
1263	6.562299839
1264	6.56198171
1265	6.56168859
1266	6.561453171
1267	6.56126149
1268	6.561062407
1269	6.560754422
1270	6.56038954
1271	6.560146404
1272	6.55994453
1273	6.559699759
1274	6.559508844
1275	6.559217476
1276	6.558992023
1277	6.55863768
1278	6.558462283
1279	6.55810873
1280	6.5579025
1281	6.557636637
1282	6.557300616
1283	6.557072144
1284	6.556797437
1285	6.556555453
1286	6.556288058
1287	6.55600879
1288	6.55575113
1289	6.555577559
1290	6.555181467
1291	6.554954783
1292	6.554734489
1293	6.554531154
1294	6.554250032
1295	6.55402528
1296	6.553802454
1297	6.553554592
1298	6.55341341
1299	6.553056628
1300	6.552763104
1301	6.552560444
1302	6.55229827
1303	6.552193469
1304	6.551862272
1305	6.551635501
1306	6.551307085
1307	6.55108294
1308	6.550875987
1309	6.550631361
1310	6.550383607
1311	6.550169014
1312	6.549880063
1313	6.54966802
1314	6.54947301
1315	6.549287463
1316	6.549053268
1317	6.548758341
1318	6.548580933
1319	6.548381542
1320	6.548156424
1321	6.547911591
1322	6.547594509
1323	6.547287309
1324	6.546943533
1325	6.546790613
1326	6.54655596
1327	6.546311285
1328	6.546073275
1329	6.545859363
1330	6.545612898
1331	6.545420532
1332	6.545205821
1333	6.544919893
1334	6.544622616
1335	6.544435988
1336	6.544149476
1337	6.543956217
1338	6.543642212
1339	6.543318153
1340	6.543034891
1341	6.54276012
1342	6.54250937
1343	6.542310169
1344	6.542100218
1345	6.541931461
1346	6.541717873
1347	6.541530167
1348	6.541348768
1349	6.541167043
1350	6.541019007
1351	6.54079773
1352	6.540504534
1353	6.540271831
1354	6.539943297
1355	6.539758467
1356	6.53954458
1357	6.539373329
1358	6.53918089
1359	6.538940632
1360	6.538687417
1361	6.53845376
1362	6.53821448
1363	6.537893309
1364	6.537586499
1365	6.537248942
1366	6.537156353
1367	6.536872408
1368	6.536569139
1369	6.536245896
1370	6.535904069
1371	6.535639592
1372	6.535555251
1373	6.535324228
1374	6.535006856
1375	6.534798441
1376	6.53465164
1377	6.534622755
1378	6.534353041
1379	6.534184597
1380	6.534050912
1381	6.533789495
1382	6.533602088
1383	6.533354503
1384	6.533274376
1385	6.533134219
1386	6.532871378
1387	6.53259422
1388	6.532342433
1389	6.532122267
1390	6.531906862
1391	6.531755427
1392	6.531503192
1393	6.531325347
1394	6.531172108
1395	6.530919723
1396	6.530712847
1397	6.530396926
1398	6.530167819
1399	6.529880247
1400	6.52960127
1401	6.529423475
1402	6.529261923
1403	6.529030294
1404	6.528875683
1405	6.528751443
1406	6.528573692
1407	6.528435852
1408	6.528208833
1409	6.528040264
1410	6.527827814
1411	6.527641081
1412	6.527362973
1413	6.527102082
1414	6.526870559
1415	6.526688977
1416	6.52641545
1417	6.526096225
1418	6.525885389
1419	6.525761275
1420	6.525645789
1421	6.525411261
1422	6.525165348
1423	6.524985654
1424	6.524794064
1425	6.52473778
1426	6.524530499
1427	6.524230835
1428	6.524136775
1429	6.523960548
1430	6.52368666
1431	6.523443786
1432	6.523216437
1433	6.523106179
1434	6.522892133
1435	6.522479358
1436	6.522220111
1437	6.521998754
1438	6.52177402
1439	6.521665501
1440	6.5214763
1441	6.521227526
1442	6.521018022
1443	6.520806743
1444	6.520589945
1445	6.520361486
1446	6.52011837
1447	6.519981462
1448	6.519724901
1449	6.519528754
1450	6.519301962
1451	6.519116005
1452	6.51892447
1453	6.518751206
1454	6.518618778
1455	6.518221271
1456	6.518021224
1457	6.517766975
1458	6.517513837
1459	6.517400919
1460	6.517167424
1461	6.516912067
1462	6.516613597
1463	6.516454219
1464	6.516256825
1465	6.516170158
1466	6.515975248
1467	6.515809822
1468	6.515654322
1469	6.515502871
1470	6.515323436
1471	6.51503723
1472	6.514893624
1473	6.514670247
1474	6.514484432
1475	6.514182721
1476	6.513947429
1477	6.513806122
1478	6.513527633
1479	6.513321423
1480	6.512928635
1481	6.512697237
1482	6.512496446
1483	6.512350905
1484	6.512036087
1485	6.511769099
1486	6.511558827
1487	6.511419049
1488	6.511174484
1489	6.510861313
1490	6.510654402
1491	6.510453974
1492	6.51019179
1493	6.510024812
1494	6.509809842
1495	6.509437054
1496	6.509227389
1497	6.509017335
1498	6.508844941
1499	6.508754966
1500	6.508551525
1501	6.508323843
1502	6.507859307
1503	6.507758006
1504	6.507489255
1505	6.507320298
1506	6.507097246
1507	6.506863063
1508	6.50659263
1509	6.506429068
1510	6.506255341
1511	6.505900079
1512	6.505740256
1513	6.505589091
1514	6.505312617
1515	6.505113949
1516	6.504945816
1517	6.504720895
1518	6.504442788
1519	6.504214042
1520	6.503899186
1521	6.503848187
1522	6.503691546
1523	6.503359982
1524	6.503202326
1525	6.503101867
1526	6.502776291
1527	6.502585556
1528	6.502322355
1529	6.50210498
1530	6.501932064
1531	6.501601913
1532	6.501378508
1533	6.501093754
1534	6.500881577
1535	6.500626378
1536	6.500495974
1537	6.500230419
1538	6.499998096
1539	6.499770857
1540	6.499607227
1541	6.499406331
1542	6.499207711
1543	6.499102409
1544	6.498997856
1545	6.498812432
1546	6.498614221
1547	6.49837592
1548	6.498188763
1549	6.497941743
1550	6.497738983
1551	6.497594026
1552	6.497347192
1553	6.497181342
1554	6.496990674
1555	6.496724548
1556	6.49650671
1557	6.496241996
1558	6.496059215
1559	6.49588402
1560	6.495643989
1561	6.495409777
1562	6.495187591
1563	6.494993233
1564	6.494797476
1565	6.494574951
1566	6.494376499
1567	6.49429735
1568	6.494180932
1569	6.494002299
1570	6.493793595
1571	6.493600418
1572	6.493381896
1573	6.493155084
1574	6.492901956
1575	6.49273424
1576	6.492537756
1577	6.492342817
1578	6.492093323
1579	6.491849197
1580	6.4915993
1581	6.491321016
1582	6.491173545
1583	6.490867215
1584	6.490686664
1585	6.490409162
1586	6.490172544
1587	6.489925849
1588	6.489691764
1589	6.489540622
1590	6.489180009
1591	6.488978915
1592	6.488735915
1593	6.4885764
1594	6.488338102
1595	6.488169343
1596	6.487975525
1597	6.487739017
1598	6.487574031
1599	6.487344343
1600	6.487053929
1601	6.486868283
1602	6.486675985
1603	6.486426557
1604	6.486066509
1605	6.485823231
1606	6.485682106
1607	6.485516167
1608	6.485297064
1609	6.48510227
1610	6.48491356
1611	6.484577665
1612	6.484431469
1613	6.484183869
1614	6.484018121
1615	6.483705531
1616	6.483460134
1617	6.483323861
1618	6.483016002
1619	6.482850976
1620	6.482694918
1621	6.482548469
1622	6.482242224
1623	6.482046645
1624	6.481842738
1625	6.481701514
1626	6.481507775
1627	6.481262192
1628	6.481068111
1629	6.480866619
1630	6.480589611
1631	6.48039687
1632	6.480295356
1633	6.480164116
1634	6.479960353
1635	6.479800798
1636	6.479720642
1637	6.479594766
1638	6.479368916
1639	6.479197871
1640	6.479013493
1641	6.478840637
1642	6.478693714
1643	6.478569197
1644	6.478355187
1645	6.478226666
1646	6.47801724
1647	6.477778227
1648	6.477655584
1649	6.477446285
1650	6.477186583
1651	6.477052774
1652	6.476854865
1653	6.476708392
1654	6.476547501
1655	6.476321767
1656	6.476128317
1657	6.475981852
1658	6.475877901
1659	6.475660856
1660	6.475408804
1661	6.475219666
1662	6.475066505
1663	6.474878178
1664	6.474617324
