iter	RMSE
1665	6.474397431
1666	6.474194335
1667	6.47392011
1668	6.473721022
1669	6.473533737
1670	6.473338331
1671	6.473211746
1672	6.472981821
1673	6.472736252
1674	6.47250217
1675	6.4722971
1676	6.472153267
1677	6.471932483
1678	6.471719777
1679	6.471509258
1680	6.471304765
1681	6.470920197
1682	6.470717015
1683	6.470510823
1684	6.470228288
1685	6.469959418
1686	6.469760588
1687	6.469679622
1688	6.469487333
1689	6.46926375
1690	6.469096129
1691	6.468888938
1692	6.46869916
1693	6.468473019
1694	6.468247722
1695	6.468014513
1696	6.467785509
1697	6.467703347
1698	6.467502658
1699	6.467187054
1700	6.466895512
1701	6.466768928
1702	6.466562302
1703	6.466282244
1704	6.466040362
1705	6.465726344
1706	6.465494341
1707	6.465314146
1708	6.465139557
1709	6.464898656
1710	6.464640348
1711	6.464464846
1712	6.46429403
1713	6.464082829
1714	6.463740793
1715	6.463425793
1716	6.463272867
1717	6.463131682
1718	6.462978196
1719	6.462817297
1720	6.462646713
1721	6.462402438
1722	6.462202883
1723	6.462003183
1724	6.461882047
1725	6.461736714
1726	6.461625243
1727	6.46138352
1728	6.461083632
1729	6.460905779
1730	6.460719921
1731	6.460544679
1732	6.460320798
1733	6.460008474
1734	6.459741408
1735	6.459650462
1736	6.459408339
1737	6.459324218
1738	6.459160364
1739	6.459000352
1740	6.458792984
1741	6.458642954
1742	6.458428179
1743	6.458265032
1744	6.458040093
1745	6.45792144
1746	6.457629267
1747	6.457450889
1748	6.457215856
1749	6.456956866
1750	6.45684462
1751	6.45660448
1752	6.456377404
1753	6.45613222
1754	6.455916735
1755	6.455721016
1756	6.455573562
1757	6.455361104
1758	6.455124269
1759	6.454934279
1760	6.454751609
1761	6.454495592
1762	6.45430945
1763	6.45411021
1764	6.453983972
1765	6.453676857
1766	6.453458599
1767	6.453270006
1768	6.452986734
1769	6.452764432
1770	6.45253212
1771	6.452384952
1772	6.452168121
1773	6.451930114
1774	6.451714031
1775	6.451430439
1776	6.451353801
1777	6.451190412
1778	6.45093196
1779	6.450750943
1780	6.450553376
1781	6.450344187
1782	6.450278348
1783	6.450166292
1784	6.450072944
1785	6.449937796
1786	6.449787957
1787	6.449588929
1788	6.449460271
1789	6.449373841
1790	6.449147283
1791	6.448599784
1792	6.448366313
1793	6.448120396
1794	6.447922416
1795	6.447677656
1796	6.447398029
1797	6.44714556
1798	6.44692944
1799	6.446783494
1800	6.44666261
1801	6.44641561
1802	6.446149305
1803	6.445858799
1804	6.445708339
1805	6.445526686
1806	6.445381414
1807	6.445186456
1808	6.445121061
1809	6.444920371
1810	6.444722006
1811	6.444584378
1812	6.444370906
1813	6.444230666
1814	6.4440593
1815	6.44397754
1816	6.443720622
1817	6.443599854
1818	6.443382651
1819	6.443229101
1820	6.443018501
1821	6.442764547
1822	6.442481199
1823	6.442277208
1824	6.44209702
1825	6.44195364
1826	6.44176965
1827	6.441684108
1828	6.44146691
1829	6.44126108
1830	6.441148762
1831	6.440922469
1832	6.440661381
1833	6.44040273
1834	6.440216549
1835	6.440044386
1836	6.439753064
1837	6.439517797
1838	6.439199889
1839	6.439001916
1840	6.438826508
1841	6.438548186
1842	6.438361967
1843	6.438259675
1844	6.438093874
1845	6.437804165
1846	6.437673729
1847	6.437455121
1848	6.437313897
1849	6.437072528
1850	6.437011395
1851	6.436843751
1852	6.43667088
1853	6.436508872
1854	6.436280841
1855	6.436002117
1856	6.435745068
1857	6.435510415
1858	6.435335335
1859	6.435031688
1860	6.434803398
1861	6.434728362
1862	6.434428197
1863	6.434269198
1864	6.433994679
1865	6.433802616
1866	6.433561558
1867	6.433457468
1868	6.433272661
1869	6.433043479
1870	6.432799306
1871	6.432564988
1872	6.432397799
1873	6.432287552
1874	6.432045695
1875	6.431888083
1876	6.431626391
1877	6.431284909
1878	6.431155953
1879	6.430965266
1880	6.430724962
1881	6.430514826
1882	6.430297959
1883	6.430141227
1884	6.429986632
1885	6.429768252
1886	6.429575788
1887	6.429338474
1888	6.429179212
1889	6.428893976
1890	6.428556593
1891	6.42841568
1892	6.428240789
1893	6.428099246
1894	6.427936651
1895	6.427768137
1896	6.427602848
1897	6.427422207
1898	6.427076117
1899	6.426735449
1900	6.426505141
1901	6.426321036
1902	6.426173018
1903	6.425988937
1904	6.425857624
1905	6.425558677
1906	6.425311194
1907	6.425139945
1908	6.424874152
1909	6.424651968
1910	6.424419709
1911	6.424152864
1912	6.423926453
1913	6.423650955
1914	6.423377139
1915	6.423287276
1916	6.42301018
1917	6.422814163
1918	6.422619333
1919	6.422541431
1920	6.422304622
1921	6.422105713
1922	6.421931471
1923	6.421747242
1924	6.421603915
1925	6.421412487
1926	6.421217468
1927	6.421032265
1928	6.420879279
1929	6.4207394
1930	6.420428311
1931	6.420240908
1932	6.419975102
1933	6.419739391
1934	6.419514503
1935	6.419322963
1936	6.419160773
1937	6.418954493
1938	6.418611116
1939	6.418426636
1940	6.418182182
1941	6.417941813
1942	6.417738888
1943	6.417498415
1944	6.417391092
1945	6.417262728
1946	6.417141764
1947	6.416962268
1948	6.416770912
1949	6.416610776
1950	6.416492046
1951	6.416372606
1952	6.416243737
1953	6.416040568
1954	6.415816502
1955	6.415621168
1956	6.415471246
1957	6.415260362
1958	6.415034601
1959	6.414889188
1960	6.414591505
1961	6.414394848
1962	6.414251222
1963	6.414097711
1964	6.413872931
1965	6.4137057
1966	6.413526435
1967	6.413388569
1968	6.413258892
1969	6.413080631
1970	6.412928414
1971	6.41276458
1972	6.412549128
1973	6.412335233
1974	6.412114214
1975	6.411968852
1976	6.411805316
1977	6.411675553
1978	6.411400772
1979	6.411166793
1980	6.410970154
1981	6.410846054
1982	6.410738418
1983	6.410546266
1984	6.410260898
1985	6.410012963
1986	6.40986512
1987	6.409657814
1988	6.409476067
1989	6.409264616
1990	6.409132904
1991	6.408989369
1992	6.408783078
1993	6.408583278
1994	6.408473612
1995	6.40836928
1996	6.408176382
1997	6.407906295
1998	6.407755165
1999	6.407544885
